1073741868,10010001000100000000000000000010,4,4000002c
1073741872,10000001111000000001111111111100,4,40000030
1073741876,10010001000100000000000000000001,4,40000034
1073741880,10000001111000000001111111111100,4,40000038
1073741884,00100001111100000000000010100100,4,4000003c
1073741888,10000000111100000001000010100100,4,40000040
1073741892,10000001000100000001000000000000,4,40000044
1073741896,10010001000100000000000000000111,4,40000048
1073741900,10000001111000000001111111111100,4,4000004c
1073741904,10010001000100000000000000001011,4,40000050
1073741908,10000001111000000001111111111100,4,40000054
1073741912,00100001111100000000000010010000,4,40000058
1073741916,10000000111100000001000010010000,4,4000005c
1073741920,10000001000100000001000000000000,4,40000060
1073741924,10010001000100000000000000000101,4,40000064
1073741928,10000001111000000001111111111100,4,40000068
1073741932,10010001000100000000000000011001,4,4000006c
1073741936,10000001111000000001111111111100,4,40000070
1073741940,00100001111100000000000001111100,4,40000074
1073741944,10000000111100000001000001111100,4,40000078
1073741948,10000001000100000001000000000000,4,4000007c
1073741952,10010001000100000000000000000100,4,40000080
1073741956,10000001111000000001111111111100,4,40000084
1073741960,10010001000100000000000000011000,4,40000088
1073741964,10000001111000000001111111111100,4,4000008c
1073741968,00100001111100000000000001100000,4,40000090
1073741972,10000000111100000001000001101000,4,40000094
1073741976,10000001000100000001000000000000,4,40000098
1073741980,10010010000111110000000001100100,4,4000009c
1073741984,10010011000100010000000000000000,4,400000a0
1073741988,10010010001011110000000001100000,4,400000a4
1073741992,10010011001000100000000000000000,4,400000a8
1073741996,10010010001111110000000000111000,4,400000ac
1073742000,10010011001100110000000000000000,4,400000b0
1073742004,10010010010011110000000000111000,4,400000b4
1073742008,10010011010001000000000000000000,4,400000b8
1073742012,10010010010111110000000000111000,4,400000bc
1073742016,10010011010101010000000000000000,4,400000c0
1073742020,10010010011011110000000000111000,4,400000c4
1073742024,10010011011001100000000000000000,4,400000c8
1073742028,10010010011111110000000001001100,4,400000cc
1073742032,10010011011101110000000000000000,4,400000d0
1073742036,00000000000000000000000000000000,4,400000d4
1073742040,11111111111111111111111011111110,4,400000d8
1073742044,00000000000000000000000111010000,4,400000dc
1073742048,11110000000000000000000000000000,4,400000e0
1073742052,11110000000000000000000000000000,4,400000e4
1073742056,00000000000000000000000110111100,4,400000e8
1073742060,11110000000000000000000000011000,4,400000ec
1073742064,00000000000000000000000111000000,4,400000f0
1073742068,11110000000000000000000001001000,4,400000f4
1073742072,00000000000000000000000111000100,4,400000f8
1073742076,11110000000000000000000001001000,4,400000fc
1073742080,00000000000000000000000111001000,4,40000100
1073742084,00000000000000000000000110110100,4,40000104
1073742088,00000000000000000000000110111000,4,40000108
1073742092,00000000000000000000000110111100,4,4000010c
1073742096,00000000000000000000000111000000,4,40000110
1073742100,00000000000000000000000111000100,4,40000114
1073742104,00000000000000000000000111001000,4,40000118
1073742108,00000000000000000000000111001100,4,4000011c
436,00000000000000000000000000000000,4,000001b4
440,00000000000000000000000000000000,4,000001b8
444,00000000000000000000000000000000,4,000001bc
448,00000000000000000000000000000000,4,000001c0
452,00000000000000000000000000000000,4,000001c4
456,00000000000000000000000000000000,4,000001c8
460,00000000000000000000000000000000,4,000001cc
464,10000001111000000001111111111100,4,000001d0
468,10000001111000000010111111111100,4,000001d4
472,10010000000100100000000000000000,4,000001d8
476,10010001001000000000000000000010,4,000001dc
480,00111001111100010010000000110100,4,000001e0
484,10010001001000000000000000000011,4,000001e4
488,00111001111100010010000000110000,4,000001e8
492,10010001001000000000000000000100,4,000001ec
496,00111001111100010010000000101100,4,000001f0
500,10010011001011100000000000000100,4,000001f4
504,10010011000111100000000000000100,4,000001f8
508,11110000000000000000000000000000,4,000001fc
512,00100001111100000000000000100000,4,00000200
516,00111000111100000000000000100000,4,00000204
520,00100001111100000000000000100000,4,00000208
524,00111000111100000000000000011000,4,0000020c
528,00100001111100000000000000100000,4,00000210
532,00111000111100000000000000010000,4,00000214
536,00000000000000000000001000000000,4,00000218
540,00000000000000000000001000001000,4,0000021c
544,00000000000000000000001000010000,4,00000220
548,00000000000000000000000000000100,4,00000224
552,00000000000000000000000111110100,4,00000228
556,00000000000000000000000000000000,4,0000022c
560,00000000000000000000000111110100,4,00000230
564,00000000000000000000000000001000,4,00000234
568,00000000000000000000000111110100,4,00000238
===
